,MXWO0EN Index,MXWO0MT Index,MXWO0IN Index,MXWO0CD Index,MXWO0CS Index,MXWO0HC Index,MXWO0FN Index,MXWO0IT Index,MXWO0TC Index,MXWO0UT Index,MXWO0RE Index,MSDUBE,MSDUAS,MSDUSW,MSDUFI,MSDUSG,MSDUNE,MSDUSZ,MSDUAT,MSDUFR,MSDUUK,MSDUNZ,MSDUJN,MSDUSP,MSDUCA,MXUS,MXIL,MSDUSPT,MSDUIT,MSDUHK,MSDUIE,MSDUDE,MSDUNO,MSDUGR,VOW3 GY Equity
07/12/2005,-0.002736374,0.002927083,-0.000446196,-0.000863434,-0.000104109,-0.004504512,-0.00216819,-0.000880226,0.006038894,-0.00356816,0.060591851,0.002639628,-0.003048031,0.012035101,0.014977706,-0.009540166,0.005429283,-0.000465313,0.01241697,-0.000705571,0.001322528,-0.028223425,0.00191563,-0.005986563,0.011909935,-0.004029928,0.011629174,0.010891337,0.003653652,-0.00022996,0.001967521,0.012511454,0.007497858,-0.003298393,-0.001186029
08/12/2005,0.015644696,0.000515656,-0.004547665,-0.003461209,0.000445113,0.004797581,-0.002250593,-0.005677174,0.000752304,0.009997199,0.018636298,0.007183085,-0.008732607,0.009830091,0.015023799,-0.002861438,0.007910878,0.005901462,0.008748233,0.011021712,0.009432374,-0.007565534,-0.016493834,0.007733833,0.003786726,-0.000824777,0.011015136,0.007417636,0.010912316,-0.012964637,0.017133166,0.003320735,0.000268099,0.012113889,0.002341054
09/12/2005,-0.011423256,0.005426879,0.008185788,0.004516416,0.003336496,-0.00019537,0.005578383,0.006431701,0.002628616,0.001624696,0.024089893,-0.001503252,0.004166511,0.00315942,-0.006627515,0.007766167,-1.83E-05,0.000372155,-0.009088206,-0.00118874,0.001015122,-0.013471358,0.014929822,0.000179723,-0.003873007,0.002724225,-0.000817131,4.65E-05,-0.001373727,0.005168816,0.007304695,0.000616529,0.006714854,-0.000609296,-0.004122739
12/12/2005,0.008199893,0.010146041,0.007310352,0.007545764,0.006249153,0.001659427,0.006545786,0.00564088,0.004116772,0.005428326,0.00738334,0.013559201,0.011417141,0.004252558,0.011180117,0.004092461,0.015448905,0.008961884,-0.002217698,0.012415042,0.006842484,0.005610899,0.020585149,0.014439137,0.002368491,0.001342564,0.009428388,0.010387702,0.011782482,0.003643981,0.011769274,0.00657289,0.004974616,0.013019791,-0.008896378
13/12/2005,0.005256316,0.003490405,0.001837628,0.002565932,0.00531142,0.008642928,0.003601123,-0.001125633,-0.003554395,0.007852081,0.004354324,-0.003582333,-0.006027466,0.000658481,0.001455607,0.003018484,-0.001407263,-0.00219381,0.00688453,0.00239461,-0.000413664,0.000803363,0.00542814,-0.002154358,0.005266252,0.005619167,-0.004057188,-0.004202187,0.000209145,-0.003417489,-0.006923822,-0.007713623,0.003970803,9.66E-05,-0.010490239
14/12/2005,0.007012618,-0.000562145,0.007608494,0.005395441,0.004931677,0.002124989,0.005871828,0.001500563,0.002807151,0.008725486,0.0085291,0.009706946,0.010791604,0.0027616,0.013070576,-3.28E-05,0.004816752,0.002783722,0.00693622,0.004401414,0.004473093,0.00436512,0.008846626,0.006011217,-0.004018089,0.004060885,0.002436288,0.011998828,0.0096501,0.003748102,0.003071522,0.007515252,0.009311076,0.004477879,-0.003004509
15/12/2005,-0.012981371,-0.007506738,-0.003065696,-0.004541592,-0.000624975,-0.002124989,-0.006254311,-0.003379439,-0.004119856,-0.00215084,-0.00073878,-0.013787371,-0.010203289,-0.012934156,-0.013459528,0.000684309,-0.001260332,-0.015244881,-0.006199426,-0.007092637,-0.01033941,-0.007198894,-0.009277826,-0.008532219,-0.006799624,-0.001487632,0.013318048,0.005015356,-0.006852175,0.005654206,-0.003112574,-0.008013645,-0.024090017,-0.004430631,-0.000608069
16/12/2005,-0.012382135,0.003393476,0.003357177,0.002273374,0.003868954,0.00357126,0.007849753,-0.000878018,0.000375235,0.008668554,0.00073878,0.016850987,-0.004010932,0.015454869,0.016131671,0.001849714,0.014944051,0.005013445,0.007891401,0.010702097,0.011346595,0.015887481,0.004510646,0.011929679,0.004417933,-0.002865141,-0.000894939,0.001996099,0.011320279,-0.004350311,0.018463752,0.008677601,-0.008915399,0.016389229,-0.007601581
19/12/2005,-0.007823481,-0.000112931,-0.004527538,-0.005598003,-0.002689312,0.008442917,-0.003269592,-0.007557663,-0.004323721,-0.007732838,-0.000800369,0.00119293,0.003845403,0.002102741,-0.000224554,0.00515448,-0.002024722,0.002474611,-0.006916528,-0.002331733,-0.004046316,0.012125089,0.004142043,-0.003300113,-0.001952464,-0.006451554,-0.014620282,-0.00247303,5.00E-05,0.009675229,-0.006928087,0.004292129,-0.017061648,-0.001093187,0.000306401
20/12/2005,0.002662988,-0.002431097,0.00014637,-0.002095438,-0.005949297,-0.00306191,0.001065692,-0.002531967,-0.006236437,0.002522069,0.004118141,-0.009303729,-0.0063299,-0.007864662,-0.012626341,-0.000892613,-0.0096162,-0.011993323,-0.007552505,-0.007222756,-0.000251697,-0.008094603,0.007775993,-0.005727085,-0.006183638,2.52E-05,-0.000191287,-0.012986899,-0.002776285,-0.001488814,-0.017413146,-0.005255153,0.000545795,-0.008020528,-0.008862142
21/12/2005,-0.000483653,0.010641693,0.005910053,0.001238744,0.000601602,0.000670594,0.003948373,0.002405521,-0.004560145,-0.003364175,0.008064067,0.002725527,0.007377253,-0.000332156,-0.004892425,0.000571077,0.001195688,-0.002455932,-0.005761861,0.003412033,-0.004442571,-0.010695612,0.009579177,0.004466932,0.004999521,0.00247335,0.014198781,0.018966125,0.001005163,0.003491751,0.000817812,-0.002606249,-0.004556857,-0.000217742,-0.006169701
22/12/2005,-0.000871165,0.005807801,0.005730675,0.005508086,0.000472433,0.003727959,0.002951082,0.007056481,0.004560145,0.005693766,0.001216175,0.005875924,-0.004794343,0.001996272,0.005513011,-0.00368497,0.002444884,-0.001576914,0.015565959,0.004210075,0.000443829,-0.013965799,0.008373212,0.006034706,0.00398262,0.004194875,0.004985665,0.007991766,0.005168332,-0.000583704,-0.000722323,0.007071452,0.008172879,0.004709021,-0.004957065
23/12/2005,-0.002812259,0.0028913,0.001878885,0.002175868,-0.002095438,-0.000286273,0.001359106,0.002007025,0.001326135,-0.000465484,0.002427922,0.000533376,-0.000308177,0.007687248,0.010178002,0.005190356,0.002860724,-0.002726523,-0.002419708,0.001378122,-0.002494256,-0.000354547,0.002704352,0.002543848,0.000368188,0.00042519,0.003278845,0.009978351,-0.001415434,0.003547042,0.013541517,0.01635228,-0.001098907,0.004232497,-0.001845683
27/12/2005,-0.014772329,-0.003615433,-0.00688234,-0.005211059,-0.001355335,-0.005550785,-0.003249823,-0.008178718,-0.000757576,-0.002984242,-0.001273924,0.007308435,-0.002473695,0.004942301,0.003019888,0.002844117,0.002856631,0.005651115,0.005097595,0.002143836,-0.000288898,0.00378561,-0.008355415,0.003701393,-0.005341607,-0.009589728,-0.008217359,-0.001642583,0.001730589,3.79E-05,-0.000506772,0.004667843,0.003408654,0.004363916,0.009907858
28/12/2005,0.006777356,0.008434186,0.00514811,0.003603266,0.00304961,0.002396359,0.001210471,0.001641104,0.002460026,0.000560224,0.002727853,0.005247585,0.011685938,0.007050762,-0.003184033,0.001152617,0.001488221,0.005224181,0.007036381,0.001856256,0.001628294,0.023925839,0.007902707,0.004263101,0.010263359,0.00138761,-0.011618939,0.003075788,0.005038947,-0.003039189,0.009393264,0.001784372,0.006999629,0.004686813,0.001827503
29/12/2005,-0.003628522,0.001821746,0,0.002174633,-0.000199178,-0.001724799,-0.002346619,-0.003284905,0.000755715,-0.003459726,-0.001090248,-0.003824724,0.005267413,-0.001413039,-0.00317755,0.004542423,-0.001251299,0.00295973,-0.002193039,-0.002515166,0.002566557,0.005287239,0.001911086,-0.004644262,0.0015581,-0.003038429,0.004663788,-0.001891673,-0.003472623,-0.000423081,-0.002749261,-0.000713927,-0.000873219,-0.004007143,0.001237088
30/12/2005,-0.00211453,-0.00736254,-0.007987263,-0.007298957,-0.008333541,-0.007701973,-0.006920443,-0.007366984,-0.007773288,-0.006861252,-0.001576905,-0.010298677,-9.38E-05,-0.006456836,-0.011431801,0.002311708,-0.014207853,-0.006806884,-0.004103129,-0.015498045,-0.008897447,0.002882351,-0.010252285,-0.008117014,-0.00571163,-0.004790985,-0.006525853,-0.003111298,-0.011169162,-0.008318277,-0.005427164,-0.005422853,-0.001056645,-0.012791956,-0.001546599
03/01/2006,0.04146371,0.021274474,0.012749177,0.013794625,0.011520497,0.013916439,0.018074376,0.020192508,0.015111734,0.018409154,0.081559008,0.026930067,0.007506863,0.025800142,0.027266889,0.016650388,0.02489013,0.024167712,0.029965334,0.028620017,0.023708096,0.000438699,0.011803714,0.022600826,0.027072116,0.016348222,0.019685489,0.023624012,0.026475401,0.001489745,0.028894635,0.02444526,0.02926703,0.025507566,0.026123111
05/01/2006,-0.000803194,0.011948995,0.012944007,0.008595774,0.003720032,0.014289337,0.010141016,0.023338714,0.021147143,0.004065798,0.029382264,0.018908758,0.021755825,0.016736764,0.028920407,0.016657506,0.011966341,0.02272663,0.019249222,0.021639698,0.010737029,0.00325819,0.028466457,0.018832609,-0.00019659,0.004107875,-0.025677118,0.018031574,0.010752823,0.018488159,0.014324119,0.001049162,0.016044637,0.019483939,-0.015408063
06/01/2006,0.019239915,0.011436025,0.007362344,0.009720949,0.006712242,0.006555558,0.005991364,0.017303354,0.011678965,0.006800872,-0.034711123,0.005622752,0.000702646,0.005579113,0.004455931,0.010106428,0.010415285,0.008866276,0.004455373,0.011013542,0.015972485,0.001451261,0.009394977,0.004455713,0.00731278,0.009703482,0.004030329,0.006978405,0.01095701,0.005955737,0.007834345,0.000340329,0.01427491,0.008085461,0.004552893
09/01/2006,-0.001995684,0.001009055,0.001832148,0.004962789,-0.000329485,0.002237763,0.000810881,0.002755318,-0.004728141,-0.00486619,0.087405,-0.005250632,0.008918401,0.005079618,0.001380061,0.005257316,-0.001162853,-0.006868979,0.004726734,-0.004052838,-0.00445792,0.003641081,0.002795586,-0.002234089,-0.009824758,0.003773311,0.007869738,0.007961215,-0.01095701,0.014169768,-0.003252004,-0.005644097,-0.005791377,-0.005743398,0.00425908
11/01/2006,0.008696109,-0.007352191,0.000211186,0.003477628,0.000656937,-0.006259655,0.00198756,0.006795853,0.002730501,0.001747207,0.070963031,0.010807981,0.004980059,-0.002881702,-0.011225817,0.001172137,-0.003815454,0.004418908,-0.003675769,0.005216653,-0.001455494,0.011398453,-0.007887017,0.002458189,0.011683517,0.003277767,0.004786852,0.007167688,0.009174722,0.003098959,-6.31E-05,0.003317118,-0.015366006,0.002183517,0.032054122
12/01/2006,-0.000414584,-0.001498368,-0.002396055,-0.003477628,-0.003354704,-0.001970074,-0.002429777,-0.005719749,-0.014834078,0.001560707,0.05068344,-0.001970823,-0.003281641,-0.005009104,-0.006741677,-0.002994657,-0.003778467,0.000579607,0.005053539,-0.00437994,0.000955506,-0.006060558,0.008299996,-0.00557684,-0.004285456,-0.006590956,0.006738475,-0.014478933,-0.002392256,0.003799178,0.002074111,0.003207455,0.004875303,-0.003111805,0.005833484
13/01/2006,0.008761725,-0.001393355,-0.003109323,-0.001927048,-0.000933756,-0.000187829,-0.002214023,-0.001554745,-0.003882064,0.003114126,-0.250154721,0.000587306,0.000163422,-0.005360345,-0.002444062,-0.00211957,-0.011678803,0.002344242,-0.005464757,-0.005115424,0.000456417,-0.002775679,-0.004186156,-0.007256199,0.00213426,0.001116557,0.000140881,0.005114344,-0.007784007,0.002689974,0.00117568,-0.005126405,-0.005767136,-0.006521589,0.002889458
17/01/2006,0.012932682,-0.006132348,-0.012606556,-0.01517845,-0.00891834,-0.004518505,-0.01159261,-0.016898411,-0.017752498,0.005381015,-0.012264305,-0.009290512,0.004574122,-0.007014068,-0.00638302,-0.01414767,-0.008899377,-0.003336096,0.004218434,-0.009116953,-0.009318481,-0.016825315,-0.04278131,-0.004227424,0.004865282,-0.00372397,-0.009957374,-0.00404846,0.001083018,-0.012953532,0.003092252,-0.003890481,0.000718841,-0.004638351,-0.016336968
18/01/2006,-0.011974018,-0.015333054,-0.008927345,-0.005611162,-0.001534056,-9.44E-05,-0.009462372,-0.016569879,-0.00302115,0.002997141,-0.007682496,-0.004292563,-0.019973058,-0.016765064,-0.004414802,-0.002793954,-0.007109126,-0.004007249,-0.005886642,-0.004914808,-0.004390782,-0.011613257,-0.026203027,-0.006446027,-0.017786329,-0.004151318,-0.002326631,-0.004249113,-0.004990063,-0.002720043,-0.006140743,-0.005159054,-0.01441184,-0.008644824,-0.011860556
19/01/2006,0.015125045,0.017381351,0.011289805,0.009891831,0.003995732,0.001791186,0.006917841,0.011688844,-0.000945984,0.012257927,0.015895003,0.00797091,0.009532658,0.003650517,0.011517495,0.005431147,0.008001118,0.004437339,0.014850268,0.010008511,0.00458827,-0.002431442,0.02710166,0.012024571,0.014578049,0.005616255,0.008944476,-0.001446409,0.001751108,0.010937634,-0.002877826,0.006295457,0.024219357,0.008349737,0.009190802
20/01/2006,0.002917089,-0.003290098,-0.014041635,-0.009516773,-0.011342129,-0.013655973,-0.012213662,-0.024518316,-0.016220182,-0.006290459,-0.002061553,-0.007526192,0.004651431,-0.006828034,-0.011317883,0.003685172,-0.013674451,-0.011066006,0.003019843,-0.010317223,-0.003482148,-0.009318269,0.003249942,-0.010597741,0.006593322,-0.019020835,-0.003870851,-0.00598508,-0.012170941,-0.003643186,-0.008040958,-0.007890156,0.016350822,-0.016576814,-0.022681478
23/01/2006,0.014326638,0.005280469,0.002028398,-0.000468845,0.003107961,0.002098436,0.004163361,-0.002384689,0.010906068,0.006290459,-0.002715949,0.01303464,-0.002118431,0.020455083,0.010178012,-0.005191115,0.014925038,0.019108458,0.025686254,0.011135261,0.010688914,-0.00571145,-0.014441139,0.012852058,0.014213856,0.002151826,-0.002746994,0.015180839,0.018015586,-0.010518305,0.013836713,0.001864405,0.005947424,0.015190024,-0.006676549
24/01/2006,-0.005137528,0.006214528,0.004476865,0.007847574,0.003252899,-0.001716575,0.000830596,0.00526383,-0.005916612,0.000268709,0.006012397,0.000805464,0.000206836,-0.007299703,-0.004814332,-0.000279052,8.09E-06,-0.002493653,0.001770165,-0.000649366,-0.004783316,-0.000646895,0.012988318,-0.005597316,-0.009389186,0.003048159,-0.003944216,-0.004615561,-0.00536212,0.008043588,0.003902263,0.010932546,0.010687501,-0.002483045,0.015690524
25/01/2006,-0.010444658,0.012472629,0.001799533,-0.001117319,0.00075977,-0.001146022,0.00647008,0.001374056,0.009715287,-0.005928339,0.007844096,0.008021371,0.010786388,0.009142857,0.011471804,0.006833749,0.011724957,-0.002383535,-0.002217059,0.007210941,0.013909111,0.005914268,-0.006949573,0.014828781,0.0047964,-0.002295695,0.004702761,0.00124936,0.007536397,0.001571879,0.000248052,-0.000478593,0.00130518,0.016637961,0.012478654
26/01/2006,-0.000942698,0.008874477,0.012577883,0.007240355,0.004659404,0.003719781,0.014591192,0.005601558,0.009434032,-0.000450552,0.003376218,0.010345527,0.002852698,0.008408753,-0.008091785,0.005403447,0.015086952,0.005602935,0.002961376,0.016218013,0.003030575,0.002898254,0.01230775,0.005515154,0.007292183,0.007203292,-0.000426611,0.000500718,0.013406494,-0.00075801,0.004322588,0.003485181,-0.000100486,0.021186508,0.042816079
27/01/2006,0.014756303,0.014738201,0.006653479,0.006177697,0.003167638,0.008909167,0.005968407,0.010864304,0.003374581,0.004316942,0.012531565,-0.000561978,0.008410689,0.005358132,0.001376836,0.009645871,0.001713664,-0.005354239,0.005901802,0.006472391,0.003645079,0.003947664,0.023182181,-0.001324482,0.012042899,0.007390662,-0.000569098,-0.01165888,-0.004140247,0.013416659,0.005582753,-0.000869471,0.013881483,0.006321363,0.005370628
30/01/2006,0.020152257,0.002521031,0.00133949,-0.001655934,-0.004586174,-0.007101966,-0.003458811,0.001840153,-0.006007152,-0.003506094,-0.000459216,-0.006053447,0.002445644,-0.001261785,-0.0034817,-0.003565897,-0.003799977,-0.005381303,0.005910997,-0.008228901,-0.003964274,-0.00461222,0.002409274,-0.003868134,0.010367572,0.001251163,-0.015441184,-0.004339301,-0.005283656,-7.76E-05,-0.007127993,0.000608983,0.004318283,-0.00278418,0.00506001
31/01/2006,-0.001649449,0.004716264,-0.000211379,0.001012286,-0.001222508,0.003983313,0.003385343,-0.00220859,-0.003961896,0.006463218,0.006752143,1.43E-05,0.006661432,0.006898514,0.009814762,0.004726676,0.003435958,0.007338097,-0.001893897,0.007144169,0.001655257,0.00677757,0.009613457,0.012687302,0.002176378,-0.003271141,0.002982492,0.005180674,0.00472688,-1.32E-05,0.005273721,-0.002498642,-0.000282087,0.006832913,-0.006165875
01/02/2006,-0.011139621,0.00611841,0.003376718,0.001746083,0.003918632,0.00330735,0.001468321,0.001718213,-0.00075643,0.001698628,-0.06156604,0.007508252,0.004246889,0.004693386,0.012009317,0.003151623,0.009436284,0.000625052,0.009274949,0.006561009,0.00854916,0.005675985,-0.015872005,0.006149257,0.001573824,0.001294904,0.005604134,0.006875515,0.004582723,-0.003494673,0.003112359,0.016330845,0.010041316,0.006468846,0.0261537
02/02/2006,-0.014201579,-0.010012855,-0.005492972,-0.002850446,-0.002179882,-0.009002667,-0.007658922,-0.012338219,-0.007405331,-0.002683365,0.062762928,-0.004507736,-0.012320497,-0.003000001,-0.006697427,-0.000474121,-0.009669207,-0.007600076,-0.021981119,-0.015895574,-0.009566129,0.019475409,0.005039978,-0.009688644,-0.004507175,-0.009266111,-0.009936479,-0.012263975,-0.013950743,-0.002456217,-0.000712245,0.007810235,-0.001187577,-0.014931297,-0.006905856
03/02/2006,-0.008187416,-0.008766558,-0.005310311,-0.004892242,-0.005516117,-0.002764408,-0.006898881,-0.010608524,-0.001525844,-0.008183867,0.021246819,-0.007587664,-0.012742519,-0.01457269,-0.010969808,-0.008270315,-0.002887543,-0.000749443,-0.012597958,-0.005673951,-0.008563694,-0.011942218,-0.008842427,-0.004818223,-0.003068452,-0.005371962,-0.003382626,-0.004186405,-0.008745034,-0.015516571,0.00044551,-0.011373205,-0.022995315,-0.005967206,-0.005525647
06/02/2006,0.012633251,0.009331167,0.001135235,0.001202201,-0.002003439,-0.007473447,0.00304731,-0.00389717,-0.002867248,-0.000541956,0.007499827,0.003614737,0.000430509,0.000424674,-0.002167101,0.01028073,0.001660114,-0.002373078,0.016473261,-0.00198062,-0.003193703,-0.005987345,0.004221201,-0.001986209,0.013730635,0.00093633,-0.021973528,0.003139652,0.011189714,0.004653763,-0.002649773,-0.001311875,0.015005737,-0.000191414,0.010771797
08/02/2006,-0.041852039,-0.031695731,-0.005689107,-0.005189041,-0.002702761,0.004126883,-0.005357554,0.007279149,0.012932854,-0.005617483,0.041839851,-0.005345552,-0.023451692,-0.00421493,-0.004422421,-0.008258396,0.004235042,-0.002211109,-0.013521336,-0.010567616,-0.012883422,-0.022817808,-0.02431518,0.000265826,-0.035998355,-0.000100279,-0.014302688,0.052164111,-0.005523008,-0.005954083,-0.020803544,-0.015328856,-0.02660097,-0.002872327,-0.008284268
10/02/2006,-0.016604085,-0.000688796,0.00583092,0.006943508,0.001911651,0.000191534,0.006321839,-0.00062543,0.009403868,0.003175038,0.053530705,0.004406955,0.00697758,-0.000951495,-0.000262028,0.001872558,0.006051538,0.000436725,0.00746711,0.000506428,0.008746486,6.17E-05,0.002876318,0.007104832,-0.007155255,0.000743498,0.009491529,-0.002112926,-0.002258169,0.002005501,0.005689639,-0.009411116,0.000917308,0.004882965,0.104246085
13/02/2006,-0.001882974,-0.012748539,-0.005759606,-0.00230915,-0.002301309,-0.000383105,-0.001706675,-0.012211394,-0.00356306,-0.000815476,-0.146407542,-0.000576168,-0.010384293,-0.000885036,0.001686621,0.001306137,0.006885178,0.002218076,-0.009385422,0.009081797,0.00349189,0.001278763,-0.023402894,0.006750833,-0.01046037,-0.004058362,0.008318115,0.001683887,0.006020143,-0.004360509,0.002692489,0.008549669,-0.017969813,0.0085364,0.044013155
14/02/2006,-0.010229784,0.012006227,0.008308822,0.006268457,0.00610977,0.005921698,0.006956807,0.011084633,0.012508331,-0.002813963,0.008756471,-0.005228253,0.008089062,0.00318812,0.011440219,0.006308376,0.000582668,-0.0050261,-0.015186624,-0.00230938,-0.008308433,-0.011840781,0.015166662,-0.002228718,0.009248547,0.009770665,-0.011954211,0.000994002,-0.004227158,0.006446145,2.42E-05,-0.002428193,-0.020360261,-0.001915533,0.002163826
15/02/2006,-0.000666667,-0.001805055,0.000212142,0.002753053,0.006230161,0.003232557,0.001547589,0.001001628,0.002964063,0.001997821,0.003400678,0.003017082,-0.00145885,0.005607356,0.017208829,-0.006431755,0.002484977,-0.008960738,0.005271158,-0.002711971,0.008322719,-0.002277319,-0.00766207,-0.000241806,-0.004631615,0.003522663,-0.002698248,0.006396473,0.003514534,0.000143039,0.00919192,-0.002278676,0.020936781,0.002346833,-0.00790861
16/02/2006,0.011602981,0.00455944,0.002753753,9.16E-05,0.004192646,0.003222141,0.005946936,0.010952194,0.009939342,0.005338171,-0.001324313,0.002914229,-0.008988441,0.001588921,0.006607444,-0.000923848,0.003032304,0.011441015,0.01680151,0.005347115,0.00139745,-0.021961035,0.004627778,0.005190732,0.006666347,0.007509381,0.00519015,0.002296259,0.005700271,0.002092753,0.007178535,0.00497477,0.008155132,0.003126385,0.012676514
17/02/2006,0.00783251,0.002008033,-0.000705368,-0.003488162,-0.000118108,-0.001325507,-0.001905042,-0.010076592,0.004021208,0.005848233,-0.005488647,0.005566138,-0.003581474,0.003342667,0.004194103,-0.000580067,0.006938933,0.000817841,0.006462866,0.007991123,0.005607396,0.010219525,-0.019544542,0.006534978,0.011742893,-0.001750717,0.000796099,0.004314834,0.00729975,-0.001241676,0.007991428,0.005820838,0.021241984,0.00479453,0.026488335
21/02/2006,0.015299325,0.008149147,-0.001129625,-0.004793078,-0.000177188,-0.00408222,0.001831838,-0.008412379,-0.00824256,0.015135617,0.011634736,0.009693702,0.019217908,0.006590071,0.011379163,0.006048198,-0.001616409,0.012904952,0.014874826,-0.003582901,0.002826924,-0.000545258,0.001982091,0.010841676,0.009168582,-0.003246515,-0.010600099,0.002743449,0.006098913,0.008037632,0.005194548,0.005170065,0.019867378,-0.000720774,-0.013286196
22/02/2006,-0.015813356,0.00376294,0.008581329,0.003781072,0.006262847,0.006542478,0.010631426,0.005030824,-0.008682053,0.010110421,0.002059379,0.007941341,-0.003203646,0.004572445,-0.00140546,-0.007998738,0.00327549,0.000902193,-0.009696942,0.006503488,0.00039994,0.007245781,-0.000166523,0.010360637,-0.004268117,0.007351342,-0.002113421,0.002047645,0.007968531,-0.002091934,0.007852219,-0.001298217,-0.011966943,0.008051444,0.011888572
23/02/2006,-0.00346491,0.004060602,0.003984208,0.004133566,0.002150308,0.000189,0.005057449,0.000627077,0.000556431,-0.000962675,0.013509117,0.003669271,0.011227584,0.000419858,0.005451201,0.007169706,0.001156579,-0.002446259,0.009828497,0.003283913,0.000375437,-0.00304943,0.031185301,0.002688329,-0.008664535,-0.003422258,0.007377515,0.005473219,0.000879607,0.011827674,0.010380772,0.001685989,0.01411791,0.00296326,0.003234855
24/02/2006,0.007057588,-0.001195644,0.001115527,-0.0017432,-0.002183988,-0.001986286,0.003309594,0.000877248,-0.003901538,0.004542683,0.000394577,-0.006939362,-0.004470713,0.003983248,-0.000374109,0.006050489,-0.004308225,-0.010088058,-0.00764959,0.000973016,0.000179814,-0.002064423,0.005929874,-0.000814384,0.005065416,0.001486879,0.001049502,-0.000246018,-0.00104697,0.000964091,-0.004407929,0.000906034,0.009186326,-0.001842476,0.003455998
27/02/2006,-0.010864073,0.002078463,0.008119688,0.007045827,0.004885258,0.00745181,0.0052298,0.010839202,-0.004103718,0.005389443,0.004947165,0.002984917,0.004485953,0.000688004,-0.000519543,0.012093239,0.005697874,0.002466634,0.003040431,0.001088607,-3.93E-05,-0.01615747,0.01612798,0.002208143,0.000676724,0.003817956,0.021104399,0.00209918,0.002426844,0.005358167,0.00108299,0.003966504,-0.001697889,0.006902463,0.009173319
28/02/2006,-0.008463608,-0.007189029,-0.008537865,-0.006219722,-0.005349201,-0.009536921,-0.00544531,-0.009587324,-0.007504726,-0.008532178,-0.003257881,-0.00867157,0.004948266,-0.015563424,-0.009044536,0.005073544,-0.013077249,-0.00571396,-0.015582772,-0.009649478,-0.007347107,0.01473669,0.003917442,-0.002829948,0.001473788,-0.010398308,-0.008102379,-0.005776708,-0.010969376,-0.004800607,-0.002104574,-0.008167921,-0.010031909,-0.014607305,-0.014001107
01/03/2006,0.015314235,0.00422591,0.002715028,0.002382699,0.002081244,0.003693361,0.001794495,0.013050959,0.012538763,0.001747183,-0.061370371,0.006820545,-0.012935211,0.011495856,0.002816401,0.002131564,0.005427654,0.011382921,-0.001108478,0.012512266,0.009554151,-3.95E-05,-0.01660575,0.014017704,0.010752838,0.008220746,0.012737778,0.006632387,0.004405977,-0.000189667,-0.003254708,0.008697592,0.016932568,0.012205305,-0.018907263
02/03/2006,0.007825276,0.000936671,-0.00348214,-0.003668046,-0.003519678,-0.002460724,-0.004456271,0.000617246,0.001300995,-0.002009524,0.036707295,-0.003293896,0.013558278,0.00300122,0.007995869,6.34E-05,-0.004289149,-0.003408751,-0.004071416,-0.004111515,-0.006090984,0.005254898,-0.002514514,-0.005639364,0.014432796,-0.00137775,0.007275581,0.000881446,-0.008780014,0.004819572,-0.000311633,0.005581138,0.003530465,-0.009302618,-0.037468603
03/03/2006,0.003751133,-0.003282193,-0.001745628,-0.003958214,0.002874802,-0.001991938,-0.004838079,-0.005072699,0.010898787,-0.002101209,0.023142848,-0.005905574,-0.005327527,0.009087906,-0.002195192,-0.000648599,-0.002792489,0.003237029,0.00704413,-0.001498864,0.007585461,-0.001651489,-0.015353837,-0.003760836,0.002383358,-0.00147827,-0.000773545,0.001879588,0.00482916,-0.002244817,-0.00793743,0.006578174,0.016236145,-0.007627102,0.002188427
07/03/2006,-0.033560512,-0.020401878,-0.008351219,-0.00666299,-0.00312744,-0.003995819,-0.006900336,-0.011351709,0.004948237,-0.015990446,0.031230871,-0.01585587,-0.016286647,-0.014844776,0.004845202,-0.007430039,-0.007933267,-0.015419443,-0.020538848,-0.010918202,-0.008708531,-0.007632177,-0.007451434,-0.013896542,-0.023340596,-0.009313914,-0.02691141,-0.000449721,-0.003433701,-0.016267695,-0.006574491,-0.015311594,-0.021259973,-0.008012509,0.016709274
08/03/2006,-0.001913876,-0.011247508,-0.005441133,-0.003348217,0.00213673,0.009487737,-0.004309564,-0.003267155,-0.002196194,-0.000445375,0.032719349,-0.004495819,-0.00245292,-0.00655378,0.016630073,0.003905348,-0.0075218,-0.00153885,-0.016501462,-0.002056801,-0.007605943,-0.0019291,-0.007857115,-0.002397041,-0.0136933,0.001550073,-0.001591169,0.001989143,-0.001344022,-0.005508252,-0.003150815,-0.001229334,-0.012728621,-0.009014287,-0.025516643
10/03/2006,-0.001245987,0.011673493,0.012673548,0.007517786,0.011543633,0.003675955,0.007656726,-0.002015876,0.01038923,0.000534426,0.051256294,0.01252551,-0.001360847,0.012769417,0.015870489,0.000221766,0.013635468,0.008584927,0.00584195,0.016004962,0.010386862,-0.006937329,0.013196741,0.009325183,0.002306278,0.001721328,-0.001394353,0.005425206,0.013493071,-0.001036289,0.015399322,0.005716772,0.001758976,0.018917437,0.010280015
13/03/2006,0.015133778,0.007742522,0.006624619,0.005716409,0.001494304,0.005909684,0.007670636,0.004027696,0.00956427,0.003999117,-0.107013427,0.011408473,0.015522195,0.007720619,0.009634188,0.007505196,0.010013485,0.011475552,0.013739748,0.011734003,0.010799459,0.007882497,0.015535123,0.010210837,0.005122857,0.001941211,0.00927563,0.018733961,0.010711744,0.007032697,0.01391818,0.012317319,0.011229665,0.012642118,0.00462471
